CYEAR,CUID,CLNUM,F,C-,C,C+,B-,B,B+,A-,A,A+,AVGGPA
106_1,323 M7110,%NOCLNUM%,0,0,0,0,11,17,25,41,29,13,3.579
106_1,323 M7200,%NOCLNUM%,0,0,0,0,27,15,12,20,17,45,3.625
106_1,323 M7210,%NOCLNUM%,3,1,4,0,13,17,6,18,30,50,3.642
106_1,323 M7300,%NOCLNUM%,2,0,0,0,10,8,9,31,45,31,3.740
106_1,323 M7310,%NOCLNUM%,3,0,2,0,30,12,15,24,26,28,3.455
106_1,323 M7710,%NOCLNUM%,1,0,0,0,5,6,19,39,49,13,3.715
106_1,323 M7720,%NOCLNUM%,0,0,0,0,1,7,6,22,61,36,3.938
106_1,323 M7730,%NOCLNUM%,0,0,0,0,9,10,20,29,37,27,3.725
106_1,323 M7770,%NOCLNUM%,0,0,0,0,0,7,7,13,11,8,3.709
106_1,323 U0110,%NOCLNUM%,0,0,1,0,2,2,4,27,42,25,3.903
106_1,323 U0310,%NOCLNUM%,0,0,1,1,0,0,4,39,26,2,3.759
106_1,323 U1030,%NOCLNUM%,14,10,4,3,4,10,7,15,7,26,2.911
106_1,323 U1310,%NOCLNUM%,5,5,2,0,6,3,2,4,10,18,3.209
106_1,323 U1950,%NOCLNUM%,2,1,1,0,3,1,0,2,3,7,3.215
106_1,323 U2230,%NOCLNUM%,0,0,1,0,0,1,0,1,4,2,3.700
106_1,323 U6930,%NOCLNUM%,0,0,2,2,14,41,32,40,79,93,3.759
106_1,323 U7170,%NOCLNUM%,2,0,1,0,3,1,3,13,12,10,3.602
106_1,323 U7500,%NOCLNUM%,2,0,0,0,1,1,2,7,11,10,3.682
106_1,325 D0010,%NOCLNUM%,50,0,0,0,0,0,0,0,4,2,0.439
106_1,325 M0010,%NOCLNUM%,117,0,0,0,0,0,1,2,26,9,0.990
106_1,325 M0260,%NOCLNUM%,1,0,0,0,0,0,1,4,9,6,3.805
106_1,325 M0380,%NOCLNUM%,0,0,0,0,0,0,1,2,8,0,3.882
106_1,325 M1140,%NOCLNUM%,3,0,0,0,7,8,7,14,22,17,3.576
106_1,325 M3610,%NOCLNUM%,0,0,0,0,0,0,0,1,1,2,4.075
106_1,325 M4210,%NOCLNUM%,0,0,0,0,2,2,5,12,35,4,3.825
106_1,325 M7550,%NOCLNUM%,1,0,0,0,0,0,3,14,59,0,3.866
106_1,325 M7730,%NOCLNUM%,0,0,0,0,1,0,0,0,2,0,3.567
106_1,330 D0010,%NOCLNUM%,21,0,0,0,0,0,0,0,2,0,0.348
106_1,330 D1500,%NOCLNUM%,0,0,0,0,0,0,0,4,7,7,4.050
106_1,330 D1800,02,0,0,0,0,0,0,0,0,0,1,4.300
106_1,330 D2200,%NOCLNUM%,0,0,0,0,0,0,0,2,2,1,3.940
106_1,330 M0010,%NOCLNUM%,187,0,0,0,0,1,1,6,55,13,1.157
106_1,330 M1000,%NOCLNUM%,0,0,0,0,2,2,17,32,24,9,3.728
106_1,330 M1200,%NOCLNUM%,0,0,0,0,1,1,0,5,6,6,3.895
106_1,330 M1710,%NOCLNUM%,0,0,0,0,0,0,0,1,2,0,3.900
106_1,330 M2600,%NOCLNUM%,0,0,0,0,0,0,0,2,5,2,4.000
106_1,330 M2800,%NOCLNUM%,1,0,0,0,0,0,1,2,13,12,3.941
106_1,330 M3000,%NOCLNUM%,1,0,0,0,0,0,1,1,10,6,3.832
106_1,330 U0350,%NOCLNUM%,0,0,0,2,0,0,2,13,12,2,3.739
106_1,330 U0800,%NOCLNUM%,1,0,0,0,0,3,6,11,26,9,3.789
106_1,330 U1510,%NOCLNUM%,0,1,1,1,1,1,3,5,3,0,3.256
106_1,341 10800,%NOCLNUM%,6,1,1,1,9,23,66,223,266,228,3.867
106_1,341 10900,%NOCLNUM%,33,4,11,15,52,98,177,194,146,118,3.409
106_1,341 11400,%NOCLNUM%,0,0,0,0,2,14,23,26,25,11,3.632
106_1,341 11440,%NOCLNUM%,20,10,1,4,5,26,33,310,339,135,3.751
106_1,341 11460,%NOCLNUM%,10,5,1,12,29,52,55,350,191,29,3.593
106_1,341 17770,%NOCLNUM%,2,6,5,5,12,20,20,93,126,172,3.856
106_1,341 17920,%NOCLNUM%,1,0,0,0,0,6,25,81,124,57,3.882
106_1,341 D0010,%NOCLNUM%,295,0,0,0,0,2,0,4,10,0,0.195
106_1,341 D1250,%NOCLNUM%,0,0,0,0,0,0,2,10,21,13,3.989
106_1,341 D1440,%NOCLNUM%,0,0,0,0,0,0,2,4,7,1,3.836
106_1,341ED1500,%NOCLNUM%,1,0,0,0,0,0,0,3,9,3,3.750
106_1,341 M0010,%NOCLNUM%,488,0,0,0,1,3,7,63,225,22,1.561
106_1,341 M4630,%NOCLNUM%,0,0,0,0,0,0,3,31,76,25,3.971
106_1,341 M5110,01,0,0,0,0,0,0,0,5,4,0,3.833
106_1,341 M5110,02,0,0,0,0,0,0,0,4,11,6,4.029
106_1,341 M5110,03,0,0,0,0,0,0,0,0,4,4,4.150
106_1,341 M5110,12,0,0,0,0,0,0,0,1,0,1,4.000
106_1,341 M5110,13,0,0,0,0,0,0,0,0,1,1,4.150
106_1,341 M5110,14,0,0,0,0,0,0,0,0,4,1,4.060
106_1,341 M5110,15,0,0,0,0,0,0,0,0,3,0,4.000
106_1,341 M5110,16,0,0,0,0,0,0,0,0,5,0,4.000
106_1,341 M5140,%NOCLNUM%,1,0,0,3,3,9,36,57,29,7,3.571
106_1,341 M5150,%NOCLNUM%,5,5,9,1,13,12,22,54,25,10,3.303
106_1,341 M5200,%NOCLNUM%,0,0,0,0,0,0,2,26,38,42,4.031
106_1,341 M5250,%NOCLNUM%,1,0,0,0,3,5,8,14,11,5,3.549
106_1,341 M5320,%NOCLNUM%,0,1,0,0,0,0,3,20,20,5,3.818
106_1,341 M5340,%NOCLNUM%,0,0,0,0,0,0,0,20,43,23,4.010
106_1,341 M5370,%NOCLNUM%,1,2,0,0,0,1,3,9,15,5,3.642
106_1,341 M5400,%NOCLNUM%,1,0,0,0,0,0,0,5,3,1,3.480
106_1,341 U3200,%NOCLNUM%,0,0,0,0,0,0,3,4,11,2,3.865
106_1,341 U4060,%NOCLNUM%,2,0,0,0,0,2,6,12,17,6,3.644
106_1,341 U6460,%NOCLNUM%,2,0,0,0,0,12,45,64,82,50,3.782
106_1,341 U6520,%NOCLNUM%,1,0,0,0,4,3,1,14,9,7,3.615
106_1,341 U6780,%NOCLNUM%,0,0,0,1,0,1,2,26,14,7,3.808
106_1,341 U7660,%NOCLNUM%,0,0,0,0,4,10,8,6,9,6,3.516
106_1,341 U7750,%NOCLNUM%,2,1,1,0,1,2,9,21,23,13,3.667
106_1,341 U7810,%NOCLNUM%,0,0,0,0,0,0,8,11,35,9,3.902
106_1,341 U8020,%NOCLNUM%,0,0,0,0,0,1,0,2,0,0,3.467
106_1,341EU8260,%NOCLNUM%,0,2,0,0,2,2,2,15,14,5,3.676
106_1,341 U8340,%NOCLNUM%,0,0,0,0,0,0,0,0,7,3,4.090
106_1,341 U8420,%NOCLNUM%,1,0,0,0,0,1,2,5,2,0,3.282
106_1,341 U8660,%NOCLNUM%,2,0,2,0,2,11,21,38,28,21,3.637
106_1,341 U8770,%NOCLNUM%,1,0,0,0,0,2,4,7,6,7,3.674
106_1,341 U9080,%NOCLNUM%,0,0,0,0,0,1,6,19,25,22,3.941
106_1,341 U9100,%NOCLNUM%,0,0,0,0,3,2,12,14,21,16,3.799
106_1,341 U9120,%NOCLNUM%,0,0,0,0,2,0,4,28,3,0,3.627
106_1,341 U9140,%NOCLNUM%,0,0,0,0,0,1,4,3,4,1,3.662
106_1,341 U9170,%NOCLNUM%,0,0,1,0,0,0,4,13,12,2,3.747
106_1,341EU9200,%NOCLNUM%,1,0,0,0,0,0,1,8,14,7,3.839
106_1,342 M0010,%NOCLNUM%,180,0,0,0,0,1,1,14,69,33,1.597
106_1,342 M2140,%NOCLNUM%,0,0,0,0,0,0,1,7,13,8,3.986
106_1,342 M2150,%NOCLNUM%,0,0,0,0,0,1,5,5,18,4,3.855
106_1,342 M2390,%NOCLNUM%,0,0,0,0,0,0,0,4,5,3,3.975
106_1,342 M2470,%NOCLNUM%,1,0,0,0,3,6,7,13,15,9,3.630
106_1,342 M2930,%NOCLNUM%,0,0,0,0,0,0,0,2,16,7,4.060
106_1,342 M2940,01,0,0,0,0,0,0,0,5,4,3,3.950
106_1,342 M2940,02,0,0,0,0,1,0,1,3,10,0,3.807
106_1,342 M2960,01,1,0,0,0,0,0,0,2,1,3,3.471
106_1,342 M2960,02,0,0,0,0,0,0,0,0,0,14,4.300
106_1,342 U1110,%NOCLNUM%,0,0,0,0,1,0,3,16,10,0,3.727
106_1,342 U1210,%NOCLNUM%,25,5,9,25,80,130,173,491,238,23,3.443
106_1,342EU1230,%NOCLNUM%,0,0,0,0,0,2,3,1,6,0,3.633
106_1,343 M0020,%NOCLNUM%,0,0,0,0,0,0,0,1,11,6,4.083
106_1,343 M0030,%NOCLNUM%,0,0,0,0,0,0,0,8,4,1,3.838
106_1,343 M0060,%NOCLNUM%,0,0,0,0,0,0,0,3,7,5,4.040
106_1,343 U0070,%NOCLNUM%,0,0,0,0,0,0,0,1,1,0,3.850
106_1,401 20000,%NOCLNUM%,0,0,0,0,0,0,0,1,1,9,4.218
106_1,401 20010,%NOCLNUM%,0,0,0,0,0,0,0,1,7,23,4.213
106_1,401 20600,01,9,27,30,37,68,103,69,123,116,61,3.255
106_1,401 20600,02,5,24,17,27,44,68,54,102,88,53,3.310
106_1,401 24100,01,39,35,57,73,113,113,83,95,47,17,2.786
106_1,401 24100,02,78,34,73,93,104,149,67,103,75,24,2.689
106_1,401 24311,%NOCLNUM%,31,46,66,77,100,140,79,103,48,15,2.802
106_1,401 27200,%NOCLNUM%,0,0,0,0,1,1,8,138,449,70,3.958
106_1,401 29240,%NOCLNUM%,0,0,0,0,0,0,0,0,13,12,4.144
106_1,401 29260,%NOCLNUM%,0,0,0,0,0,0,0,0,0,4,4.300
106_1,401 30431,%NOCLNUM%,17,72,39,39,68,80,86,172,176,121,3.285
106_1,401 30501,%NOCLNUM%,15,51,24,19,50,75,74,160,181,224,3.507
106_1,401 31301,%NOCLNUM%,8,13,19,36,39,50,63,167,175,299,3.694
106_1,401 315B0,%NOCLNUM%,2,25,16,12,22,44,32,66,46,52,3.315
106_1,401 32000,%NOCLNUM%,27,43,82,66,74,101,66,132,143,151,3.186
106_1,401 32200,%NOCLNUM%,4,9,11,24,55,123,143,325,222,84,3.534
106_1,401 32301,%NOCLNUM%,31,18,12,7,14,20,7,23,12,20,2.504
106_1,401 32302,%NOCLNUM%,14,4,12,10,9,12,15,13,22,12,2.856
106_1,401 336B0,%NOCLNUM%,0,0,0,2,6,26,38,68,33,1,3.518
106_1,401 38100,%NOCLNUM%,6,5,10,8,4,13,9,16,9,6,2.877
106_1,401 38200,%NOCLNUM%,8,29,29,24,38,64,65,106,69,57,3.241
106_1,401 38500,%NOCLNUM%,0,0,0,0,0,0,0,0,5,9,4.193
106_1,401 391B0,%NOCLNUM%,2,20,6,8,15,31,31,51,27,4,3.149
106_1,401 39530,%NOCLNUM%,1,11,17,26,30,73,84,125,109,40,3.411
106_1,401 396B0,%NOCLNUM%,5,3,13,21,30,53,43,73,58,19,3.286
106_1,401 39700,%NOCLNUM%,5,6,18,15,24,42,47,73,48,38,3.329
106_1,401 399B0,%NOCLNUM%,10,23,26,23,42,39,37,74,39,12,3.009
106_1,401 40211,%NOCLNUM%,2,18,16,21,33,83,67,121,106,64,3.422
106_1,401 40311,%NOCLNUM%,3,8,14,10,14,29,23,27,22,4,3.055
106_1,401 40621,%NOCLNUM%,0,0,0,0,0,0,0,123,333,57,3.961
106_1,401 40710,%NOCLNUM%,0,2,11,27,43,113,124,176,128,37,3.440
106_1,401 40921,%NOCLNUM%,3,13,9,20,32,57,75,133,120,66,3.498
106_1,401 44111,%NOCLNUM%,18,37,37,32,58,83,62,149,134,89,3.277
106_1,401 47100,%NOCLNUM%,0,2,4,5,10,26,20,47,55,43,3.645
106_1,401 48100,%NOCLNUM%,0,0,5,3,10,16,23,52,52,28,3.643
106_1,401 50040,01,0,0,0,0,0,0,1,39,484,29,3.993
106_1,401 50080,01,1,1,0,0,0,0,2,59,470,21,3.966
106_1,401 50100,%NOCLNUM%,0,0,0,0,0,1,10,158,315,65,3.935
106_1,401 51140,%NOCLNUM%,1,1,3,12,13,54,85,209,156,14,3.596
106_1,401 51620,%NOCLNUM%,1,9,11,18,36,68,82,197,148,50,3.526
106_1,401 53800,%NOCLNUM%,0,7,5,5,13,16,15,41,55,34,3.581
106_1,401 57111,01,4,36,25,32,43,83,67,121,120,84,3.349
106_1,401 57300,%NOCLNUM%,4,4,13,18,35,67,76,173,154,94,3.575
106_1,401 58220,%NOCLNUM%,0,0,0,2,2,12,21,153,295,68,3.895
106_1,401 60000,%NOCLNUM%,0,0,0,0,0,0,0,1,4,15,4.210
106_1,401 605A0,%NOCLNUM%,0,0,0,0,0,1,1,21,101,53,4.045
106_1,401 615A0,%NOCLNUM%,0,0,0,0,0,0,0,5,58,37,4.096
106_1,401 62000,%NOCLNUM%,0,0,1,0,1,2,0,14,32,41,4.031
106_1,401 63110,01,0,1,8,12,12,54,73,161,146,69,3.651
106_1,401 63400,%NOCLNUM%,0,0,0,0,0,0,0,0,41,15,4.080
106_1,401 63800,%NOCLNUM%,0,1,0,0,0,0,0,5,55,14,4.005
106_1,401 65300,%NOCLNUM%,0,0,0,0,0,0,0,7,61,62,4.127
106_1,401 66400,%NOCLNUM%,1,0,0,0,0,1,4,17,22,14,3.853
106_1,401 66700,%NOCLNUM%,0,0,0,1,1,1,0,11,54,16,3.970
106_1,401 66710,01,1,0,0,0,1,1,10,106,263,156,4.003
106_1,401 66910,01,0,0,0,0,0,0,0,62,367,108,4.026
106_1,401 67000,%NOCLNUM%,1,0,1,2,1,1,1,8,25,35,3.943
106_1,401 67500,01,1,0,1,2,3,27,60,244,238,26,3.755
106_1,401 67530,%NOCLNUM%,11,14,43,33,49,91,76,142,106,78,3.307
106_1,401 67900,%NOCLNUM%,0,0,0,0,0,0,0,2,20,13,4.094
106_1,401 68000,%NOCLNUM%,0,0,0,0,0,0,1,11,25,5,3.940
106_1,401 68800,%NOCLNUM%,0,0,0,0,0,0,0,0,81,2,4.007
106_1,401 68900,%NOCLNUM%,0,0,0,0,0,0,1,5,52,15,4.032
106_1,401 69010,01,0,0,0,0,6,44,73,188,183,42,3.726
106_1,401 69400,%NOCLNUM%,0,0,0,0,0,0,0,3,13,56,4.221
106_1,401 69500,%NOCLNUM%,0,0,0,0,0,2,7,82,97,7,3.849
106_1,401 69650,%NOCLNUM%,0,0,0,0,0,0,0,1,19,11,4.097
106_1,401 69660,%NOCLNUM%,1,0,0,1,2,3,12,78,159,283,4.078
106_1,401E699A0,%NOCLNUM%,0,0,0,0,0,0,0,3,7,15,4.144
106_1,401 699B0,%NOCLNUM%,0,0,0,0,0,0,0,1,0,2,4.100
106_1,401 70100,%NOCLNUM%,0,0,0,1,0,2,8,101,337,61,3.958
106_1,401 71100,%NOCLNUM%,0,0,0,0,1,0,1,28,145,345,4.179
106_1,401 713C0,%NOCLNUM%,0,0,0,1,0,1,3,20,43,53,4.042
106_1,401 724C0,%NOCLNUM%,0,0,0,0,0,3,0,16,98,35,4.018
106_1,401 725C0,%NOCLNUM%,0,0,0,0,0,0,0,5,11,38,4.183
106_1,401 732B0,%NOCLNUM%,0,0,1,0,6,13,20,104,213,182,3.975
106_1,401 742C0,%NOCLNUM%,0,0,0,0,0,1,0,29,102,8,3.948
106_1,401 745C0,%NOCLNUM%,0,0,0,0,0,0,0,5,40,30,4.100
106_1,401 750C0,%NOCLNUM%,0,0,0,0,0,1,1,4,77,63,4.110
106_1,401 764C0,%NOCLNUM%,0,0,0,0,0,0,3,16,113,23,4.000
106_1,401 774C0,%NOCLNUM%,0,0,0,0,0,1,0,9,103,28,4.033
106_1,401 780C0,%NOCLNUM%,0,0,0,0,0,0,3,15,83,38,4.035
106_1,401 782B0,%NOCLNUM%,0,0,1,0,1,7,14,115,234,168,3.992
106_1,401 794C0,%NOCLNUM%,0,0,0,0,0,0,0,4,35,53,4.160
106_1,401 795C0,%NOCLNUM%,0,0,0,0,0,3,4,24,70,6,3.895
106_1,401 798C0,%NOCLNUM%,0,0,0,0,0,0,1,6,48,13,4.021
106_1,401 799C0,%NOCLNUM%,0,1,0,0,0,0,1,8,116,8,3.978
106_1,401 90040,%NOCLNUM%,0,0,0,0,0,0,0,3,5,2,3.970
106_1,402 20300,%NOCLNUM%,0,0,0,0,15,20,19,37,51,41,3.718
106_1,402 20400,%NOCLNUM%,0,0,0,0,0,5,18,79,61,20,3.807
106_1,402 22020,%NOCLNUM%,0,0,0,0,0,1,5,39,20,11,3.830
106_1,402 31100,%NOCLNUM%,0,0,0,0,2,1,11,27,52,59,3.989
106_1,402 31520,%NOCLNUM%,1,0,0,5,5,7,14,15,14,15,3.529
106_1,402 41100,%NOCLNUM%,0,0,22,8,14,26,14,22,35,48,3.451
106_1,402 42020,%NOCLNUM%,1,0,0,4,6,7,14,15,14,15,3.534
106_1,402 43700,%NOCLNUM%,2,4,9,10,18,29,35,57,24,5,3.250
106_1,402 43800,%NOCLNUM%,0,2,4,6,15,31,47,49,25,9,3.371
106_1,402 54310,%NOCLNUM%,0,3,4,4,10,14,16,40,53,47,3.697
106_1,402 55100,%NOCLNUM%,0,0,2,5,9,13,17,27,45,28,3.666
106_1,402 56200,%NOCLNUM%,0,1,2,2,5,11,17,41,43,63,3.824
106_1,402 56510,%NOCLNUM%,0,0,0,0,0,0,0,0,21,19,4.143
106_1,402 57100,%NOCLNUM%,0,2,2,6,14,29,28,49,39,21,3.505
106_1,402 59300,%NOCLNUM%,0,0,0,0,0,0,0,2,13,5,4.045
106_1,402 59400,%NOCLNUM%,0,0,0,0,0,0,0,13,4,4,3.871
106_1,402 59500,%NOCLNUM%,0,0,0,0,0,1,5,7,6,2,3.714
106_1,402 59600,%NOCLNUM%,0,0,0,0,0,0,1,14,2,3,3.800
106_1,402 59700,%NOCLNUM%,0,0,0,0,1,0,0,3,6,10,4.040
106_1,402 59801,%NOCLNUM%,0,0,1,0,0,8,18,102,54,3,3.719
106_1,402 61201,%NOCLNUM%,0,0,0,0,0,0,1,32,129,62,4.037
106_1,402 61501,%NOCLNUM%,0,0,0,0,1,2,11,41,82,87,4.013
106_1,402 62000,%NOCLNUM%,0,0,0,0,0,0,1,1,9,7,4.061
106_1,402 62400,%NOCLNUM%,0,2,0,0,0,0,1,2,4,9,3.822
106_1,402 62600,%NOCLNUM%,0,0,0,0,0,0,1,5,6,7,3.995
106_1,402 63100,%NOCLNUM%,0,0,1,0,1,3,4,5,3,3,3.515
106_1,402 63500,%NOCLNUM%,0,0,0,0,1,3,4,5,3,3,3.595
106_1,402 63800,%NOCLNUM%,0,0,0,0,1,3,4,5,3,3,3.595
106_1,402 64300,%NOCLNUM%,0,0,1,0,0,1,0,1,11,4,3.883
106_1,402 65100,%NOCLNUM%,0,0,0,0,0,0,1,4,8,5,3.978
106_1,402 66100,%NOCLNUM%,0,0,0,0,0,0,0,1,13,5,4.063
106_1,402 68301,%NOCLNUM%,0,0,0,0,0,3,20,46,84,29,3.879
106_1,403 20220,%NOCLNUM%,0,1,0,0,1,7,22,83,146,49,3.883
106_1,403 20230,%NOCLNUM%,13,43,30,12,26,42,26,42,45,40,2.978
106_1,403 20320,%NOCLNUM%,1,2,7,12,12,26,22,63,53,46,3.569
106_1,403 251B0,%NOCLNUM%,2,3,1,2,1,1,11,55,133,97,3.942
106_1,403 30010,%NOCLNUM%,11,12,17,16,18,40,24,63,57,67,3.348
106_1,403 32400,01,0,0,0,0,0,0,0,0,0,6,4.300
106_1,403 32500,01,0,0,0,0,0,0,0,1,0,0,3.700
106_1,403 32500,02,0,0,0,0,0,0,0,0,0,1,4.300
106_1,403 32800,01,0,0,0,0,0,0,0,0,4,5,4.167
106_1,403 32800,02,0,0,0,0,0,0,0,0,1,2,4.200
106_1,403 33401,%NOCLNUM%,13,12,27,20,31,34,27,46,34,17,2.967
106_1,403 34100,%NOCLNUM%,15,29,27,12,25,30,30,46,44,47,3.068
106_1,403 41200,%NOCLNUM%,2,6,16,16,26,55,46,68,16,2,3.123
106_1,403 42500,%NOCLNUM%,5,24,26,22,34,48,35,49,13,1,2.849
106_1,403 42600,%NOCLNUM%,7,9,28,29,38,66,39,31,10,1,2.815
106_1,403 42700,%NOCLNUM%,0,1,2,4,4,13,15,11,6,0,3.195
106_1,403 43110,%NOCLNUM%,2,9,12,10,20,28,28,36,26,18,3.213
106_1,403 43400,%NOCLNUM%,4,9,15,19,20,43,43,59,38,3,3.151
106_1,403 44800,%NOCLNUM%,0,0,0,0,0,1,6,66,189,31,3.946
106_1,403 45000,%NOCLNUM%,0,2,4,5,14,35,26,95,90,39,3.647
106_1,403 46100,%NOCLNUM%,4,8,11,9,25,29,33,77,110,100,3.632
106_1,403 46200,%NOCLNUM%,0,0,0,0,1,0,2,3,27,31,4.089
106_1,403 46300,%NOCLNUM%,0,0,0,0,0,3,4,25,92,45,4.001
106_1,403 46500,%NOCLNUM%,0,0,0,0,0,0,0,5,46,30,4.093
106_1,404 10300,%NOCLNUM%,0,0,0,0,0,0,0,13,46,12,3.996
106_1,404 10310,%NOCLNUM%,0,0,0,0,0,0,0,5,8,7,4.030
106_1,404 10320,%NOCLNUM%,0,0,0,0,0,0,0,1,2,2,4.060
106_1,404 10330,%NOCLNUM%,0,0,0,0,0,0,0,1,0,0,3.700
106_1,404 34100,%NOCLNUM%,5,6,9,11,8,22,17,39,31,21,3.289
106_1,404 36351,%NOCLNUM%,4,7,4,6,5,3,12,19,21,13,3.255
106_1,404 36431,%NOCLNUM%,0,2,2,7,8,17,18,36,27,7,3.442
106_1,404 41010,%NOCLNUM%,1,0,0,0,0,0,5,32,45,21,3.896
106_1,404 41400,%NOCLNUM%,1,0,0,0,0,3,8,74,75,13,3.822
106_1,404 42100,%NOCLNUM%,1,0,0,0,0,0,3,33,111,26,3.953
106_1,404 42210,%NOCLNUM%,2,3,5,12,20,27,18,41,22,14,3.274
106_1,404 43300,%NOCLNUM%,6,6,11,12,14,24,25,39,27,13,3.166
106_1,404 43500,%NOCLNUM%,1,0,0,1,3,8,18,47,64,32,3.801
106_1,404 43630,%NOCLNUM%,0,1,2,2,1,11,27,60,47,13,3.665
106_1,404 44810,%NOCLNUM%,1,0,0,3,6,29,28,66,33,8,3.524
106_1,404 44930,%NOCLNUM%,0,1,0,0,1,2,12,56,64,4,3.789
106_1,404 45100,%NOCLNUM%,1,0,0,0,0,0,3,12,36,13,3.911
106_1,404 46400,%NOCLNUM%,1,0,1,3,5,15,25,52,53,19,3.655
106_1,404 46500,%NOCLNUM%,1,0,0,0,6,9,14,38,50,56,3.855
106_1,404 47110,%NOCLNUM%,1,0,0,0,0,1,1,27,119,25,3.964
106_1,404 47600,%NOCLNUM%,1,4,2,7,7,22,38,54,30,9,3.424
106_1,404 47710,%NOCLNUM%,1,2,3,5,5,23,35,54,36,9,3.476
106_1,404 49000,%NOCLNUM%,4,2,3,1,3,10,10,27,60,68,3.804
106_1,405 50200,%NOCLNUM%,2,4,3,1,4,16,12,65,175,347,4.048
106_1,405 50400,%NOCLNUM%,10,6,10,24,55,103,127,190,142,70,3.438
106_1,405 50900,02,20,43,60,77,100,150,129,208,108,69,3.127
106_1,405 50900,03,7,0,1,4,5,34,66,269,378,450,3.943
106_1,405 51000,%NOCLNUM%,25,29,29,36,44,75,89,256,257,179,3.506
106_1,405 51400,%NOCLNUM%,24,16,24,16,30,64,73,220,439,962,3.925
106_1,405 51800,%NOCLNUM%,19,5,13,9,18,45,60,202,303,319,3.794
106_1,405 52400,%NOCLNUM%,0,0,0,0,4,23,37,192,213,38,3.802
106_1,405 52600,%NOCLNUM%,4,1,11,14,22,57,72,259,183,57,3.617
106_1,405 52700,%NOCLNUM%,21,30,19,28,25,53,159,381,458,447,3.744
106_1,406 10100,%NOCLNUM%,2,0,0,0,3,4,13,55,97,16,3.807
106_1,406 22400,%NOCLNUM%,0,1,4,1,16,25,22,65,29,6,3.462
106_1,406 22500,%NOCLNUM%,1,0,0,0,0,1,2,28,106,27,3.959
106_1,406 22600,%NOCLNUM%,1,4,8,8,20,15,25,32,27,14,3.307
106_1,406 22610,%NOCLNUM%,1,0,1,4,8,23,34,61,21,1,3.429
106_1,406 22800,%NOCLNUM%,4,10,9,14,19,38,29,42,35,16,3.206
106_1,406 30430,%NOCLNUM%,0,11,10,16,16,40,21,30,10,2,2.997
106_1,406 30440,%NOCLNUM%,0,1,1,0,1,7,15,48,79,3,3.764
106_1,406 31010,%NOCLNUM%,0,2,0,3,9,11,12,31,50,25,3.702
106_1,406 31020,%NOCLNUM%,0,0,0,1,2,2,5,55,68,10,3.837
106_1,406 31210,%NOCLNUM%,0,0,3,4,4,21,9,38,42,22,3.650
106_1,406 31220,%NOCLNUM%,0,0,0,0,2,5,9,39,70,17,3.856
106_1,406 41310,%NOCLNUM%,0,0,2,1,7,19,21,50,34,11,3.585
106_1,406 41410,%NOCLNUM%,0,0,0,1,1,2,6,51,75,9,3.850
106_1,406 41610,%NOCLNUM%,1,0,1,0,1,3,5,57,72,17,3.836
106_1,406 41620,%NOCLNUM%,0,2,0,1,1,3,8,37,81,12,3.837
106_1,406 41900,%NOCLNUM%,0,0,0,2,2,18,27,53,35,8,3.611
106_1,406 41910,%NOCLNUM%,0,0,0,0,0,4,3,26,91,21,3.948
106_1,406 42000,%NOCLNUM%,0,0,2,5,15,15,23,45,26,14,3.501
106_1,406 42010,%NOCLNUM%,0,1,0,0,4,6,8,29,77,20,3.850
106_1,406 46300,%NOCLNUM%,0,0,4,5,5,17,23,61,37,4,3.531
106_1,408 21300,%NOCLNUM%,22,18,24,25,24,37,32,59,47,49,3.070
106_1,408 22600,%NOCLNUM%,0,3,9,8,6,11,18,29,27,9,3.367
106_1,408 22610,%NOCLNUM%,0,1,3,2,6,10,18,40,26,15,3.590
106_1,408 31060,%NOCLNUM%,9,3,6,10,12,22,30,54,78,101,3.642
106_1,408 31070,%NOCLNUM%,23,15,22,15,18,39,37,72,43,48,3.122
106_1,408 31400,%NOCLNUM%,1,0,0,0,3,8,10,36,48,14,3.754
106_1,408 31500,%NOCLNUM%,0,1,1,1,3,4,4,26,41,17,3.802
106_1,408 32800,%NOCLNUM%,3,3,7,9,14,34,33,29,18,2,3.134
106_1,408 32900,%NOCLNUM%,8,5,8,11,15,15,8,35,27,22,3.206
106_1,408 33000,%NOCLNUM%,6,6,8,12,11,19,15,39,22,13,3.167
106_1,408 33100,%NOCLNUM%,9,6,6,13,18,25,28,32,17,1,2.960
106_1,408 40010,%NOCLNUM%,0,1,1,2,1,12,12,32,49,18,3.737
106_1,408 40020,%NOCLNUM%,0,1,0,3,5,3,5,40,60,12,3.777
106_1,408 40030,%NOCLNUM%,0,3,2,2,8,8,15,31,47,14,3.628
106_1,408 40040,%NOCLNUM%,0,2,7,2,2,5,11,42,46,11,3.636
106_1,408 40050,%NOCLNUM%,1,0,1,0,2,5,7,37,60,14,3.800
106_1,408 40060,%NOCLNUM%,0,1,1,0,2,5,7,37,54,15,3.808
106_1,408 42300,%NOCLNUM%,5,1,3,1,5,4,7,27,55,22,3.639
106_1,408 42900,%NOCLNUM%,0,0,0,0,0,0,2,12,34,19,4.010
106_1,409 10100,%NOCLNUM%,1,0,0,0,0,14,18,90,58,0,3.682
106_1,409 30100,%NOCLNUM%,0,2,7,18,16,27,25,36,20,6,3.213
106_1,409 30110,%NOCLNUM%,0,5,7,10,9,27,17,27,33,22,3.397
